transactionID,step,type,amount,nameOrig,oldbalanceOrig,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,nameOrigJurisdiction,nameDestJurisdiction,isFraud
2062,34,CASH_OUT,325814.31,C847225580,9909,0,C1002457387,0,325814.31,UK mainland,EU,0
2063,34,CASH_OUT,28577.08,C1482857791,82646,54068.92,C1002469873,1017765.39,1046342.47,UK mainland,EU,0
2064,34,CASH_OUT,441907.3,C676378176,6659,0,C1002690295,0,441907.3,UK mainland,EU,0
2065,34,CASH_OUT,59803.46,C514543660,0,0,C1002867448,469169.08,528972.54,UK mainland,EU,0
2066,34,CASH_OUT,25786.33,C890744306,0,0,C1002867448,443382.75,528972.54,UK mainland,EU,0
2067,34,CASH_OUT,120566.96,C63867441,147969,27402.04,C1002973288,2729738.18,2850305.13,UK mainland,EU,0
2068,34,CASH_IN,281561.68,C1998892503,38745,320306.68,C1003376233,1795980.61,1514418.94,UK mainland,UK mainland,0
2069,34,TRANSFER,336677.22,C152961846,22177,0,C1003455507,0,336677.22,UK mainland,UK mainland,0
2070,34,CASH_IN,206412.91,C512040616,359,206771.91,C1003528765,84788.17,0,UK mainland,BVI,0
2071,34,CASH_IN,11728.96,C891268514,6082991.27,6094720.24,C1003927533,69573.74,57844.78,UK mainland,UK mainland,0
2072,34,CASH_OUT,178123.83,C565229074,36139,0,C1004082787,0,178123.83,UK mainland,UK mainland,0
2073,34,CASH_OUT,150678.84,C2139471284,0,0,C1004104157,2672449.25,2823128.1,UK mainland,UK mainland,0
2074,34,CASH_IN,15943.23,C2046604095,42583,58526.23,C1004255084,431428.98,415485.75,UK mainland,UK mainland,0
2075,34,CASH_OUT,184121.24,C257421691,0,0,C1004330633,2995946.27,3388848.89,UK mainland,UK mainland,0
2076,34,CASH_OUT,124284.42,C192774327,81952,0,C1004369948,0,124284.42,UK mainland,UK mainland,0
2077,34,CASH_OUT,125978.62,C872929134,914,0,C1004476143,17088.59,143067.21,UK mainland,UK mainland,0
2078,34,CASH_OUT,494485.68,C1809992126,153475,0,C1004513120,2765527.26,3260012.94,UK mainland,UK mainland,0
2079,34,CASH_IN,106052.22,C1856509582,5769364.75,5875416.97,C1004650706,1067889.23,961837.01,UK mainland,UK mainland,0
2080,34,CASH_IN,217479.13,C305770850,4122386.08,4339865.21,C1004962268,2558118.79,2340639.66,UK mainland,UK mainland,0
2081,34,CASH_IN,219310.98,C1590456917,147,219457.98,C1005111591,0,0,UK mainland,UK mainland,0
2082,34,CASH_IN,51097.97,C2011136219,6372596.92,6423694.9,C1005190977,782604.74,731506.76,UK mainland,UK mainland,0
2083,34,CASH_IN,28886.23,C1810786431,10915700.49,10944586.72,C1005272051,1268042.02,1239155.79,UK mainland,UK mainland,0
2084,34,CASH_OUT,93276.48,C948403455,99744,6467.52,C1005272051,996763.96,1239155.79,UK mainland,UK mainland,0
2085,34,CASH_OUT,63544.97,C666740973,40285,0,C100536991,83753.82,147298.79,UK mainland,UK mainland,0
2086,34,CASH_OUT,129222.25,C756979937,818,0,C1005387645,989236.7,1118458.95,UK mainland,UK mainland,0
2087,34,CASH_OUT,44753.58,C62013520,11248,0,C1005456748,0,44753.58,UK mainland,UK mainland,0
2088,34,CASH_IN,228740.11,C1989225455,936014.63,1164754.74,C1005755165,3708206.75,3479466.64,UK mainland,UK mainland,0
2089,34,CASH_IN,2864.37,C1671257788,9387746.82,9390611.19,C1005806543,159014.85,156150.48,UK mainland,UK mainland,0
2090,34,CASH_OUT,111748.62,C338017858,99621,0,C10058268,1825979.18,2162063.23,UK mainland,UK mainland,0
2091,34,CASH_OUT,510550.6,C977016856,0,0,C10058268,1315428.58,2162063.23,UK mainland,UK mainland,0
2092,34,CASH_OUT,57653.95,C1790476492,0,0,C1005941472,4742996.05,4800650.01,UK mainland,UK mainland,0
2093,34,TRANSFER,398113.5,C1601603953,146532,0,C1006196514,303473.18,701586.68,UK mainland,UK mainland,0
2094,34,CASH_OUT,391854.96,C374321775,0,0,C1006221787,836615.3,1228470.26,UK mainland,UK mainland,0
2095,34,CASH_IN,115256.53,C1660767656,134087,249343.53,C1006322944,1086317.1,971060.57,UK mainland,UK mainland,0
2096,34,CASH_OUT,272424.86,C68166195,0,0,C1006387259,694458.8,966883.66,UK mainland,UK mainland,0
2097,34,TRANSFER,636816.57,C1792285789,0,0,C1006605786,1174546.6,1994815.81,UK mainland,UK mainland,0
2098,34,CASH_OUT,183452.64,C402184109,61,0,C1006605786,1811363.17,1994815.81,UK mainland,UK mainland,0
2099,34,CASH_OUT,54028.1,C917127424,234849,180820.9,C1006736015,0,54028.1,UK mainland,UK mainland,0
2100,34,CASH_OUT,121851.78,C483175090,367917.29,246065.51,C100699421,192037.18,313888.97,UK mainland,UK mainland,0
2101,34,CASH_IN,211131.36,C1923547565,5547926.1,5759057.47,C1007286597,1664938.62,1453807.25,UK mainland,UK mainland,0
2102,34,TRANSFER,277080.93,C2012782958,0,0,C1007286597,755421.45,1453807.25,UK mainland,UK mainland,0
2103,34,CASH_OUT,170436.65,C532857528,185990.78,15554.13,C1007286597,584984.8,755421.45,UK mainland,UK mainland,0
2104,34,CASH_IN,241593.5,C915443516,851025.12,1092618.61,C1007348267,425829.66,317229.09,UK mainland,UK mainland,0
2105,34,CASH_OUT,268802.69,C2124506425,1159,0,C1007392017,0,742509.15,UK mainland,UK mainland,0
2106,34,CASH_OUT,315223.47,C2008760419,184551.26,0,C1007392323,4685842.86,5001066.33,UK mainland,UK mainland,0
2107,34,CASH_IN,240279.6,C152500685,14581221.85,14821501.45,C1007483565,1237779.04,997499.43,UK mainland,UK mainland,0
2108,34,CASH_OUT,127234.17,C1423369410,0,0,C1007513987,1620510.41,1747744.58,UK mainland,UK mainland,0
2109,34,TRANSFER,619294.02,C946240402,0,0,C1007563181,2036540.49,2655834.51,UK mainland,UK mainland,0
2110,34,CASH_IN,7134.15,C725117744,28113132.73,28120266.88,C1007676744,55186.96,48052.81,UK mainland,UK mainland,0
2111,34,CASH_OUT,211990.49,C897371640,104149,0,C1007704214,92048.29,318704.38,UK mainland,UK mainland,0
2112,34,CASH_OUT,110681.09,C1635362421,102085,0,C1007856398,356515.24,617542.03,UK mainland,UK mainland,0
2113,34,CASH_OUT,85941.04,C88965060,0,0,C1007856398,270574.2,617542.03,UK mainland,UK mainland,0
2114,34,CASH_OUT,124098.83,C393945394,0,0,C1008012451,2344560.75,2468659.58,UK mainland,UK mainland,0
2115,34,CASH_IN,69060.51,C2031607100,22779,91839.51,C100809860,0,0,UK mainland,UK mainland,0
2116,34,CASH_OUT,422061.05,C1673433746,443198.33,21137.28,C100834737,614056.63,1036117.68,UK mainland,UK mainland,0
2117,34,CASH_IN,37019.65,C1690643274,11376,48395.65,C1008382913,1105741.46,1068721.81,UK mainland,UK mainland,0
2118,34,CASH_OUT,105419.69,C1726696625,365767,260347.31,C1008394355,875253.79,1141168.26,UK mainland,UK mainland,0
2119,34,CASH_IN,152508.72,C1694837057,4006592.09,4159100.81,C1008476766,705424.9,552916.19,UK mainland,UK mainland,0
2120,34,CASH_OUT,97272.12,C67558138,50576.05,0,C100886246,844503.09,1688540.87,UK mainland,UK mainland,0
2121,34,CASH_OUT,177236.89,C144794304,0,0,C1008976301,486363.93,984049.87,UK mainland,UK mainland,0
2122,34,TRANSFER,169295.05,C713470169,0,0,C1009048934,435339.58,604634.63,UK mainland,USA,0
2123,34,CASH_IN,256119.46,C1844990808,3761842.56,4017962.02,C1009096314,421101.92,164982.46,UK mainland,USA,0
2124,34,CASH_IN,316137.5,C716992268,14895632.2,15211769.69,C1009157340,337127.07,20989.58,UK mainland,USA,0
2125,34,CASH_OUT,291697.5,C707620961,0,0,C1009195400,1452855.56,1744553.06,UK mainland,USA,0
2126,34,CASH_IN,113925.76,C2075789384,10477,124402.76,C1009226940,509155.9,395230.14,UK mainland,USA,0
2127,34,CASH_IN,56160.39,C386607537,184864,241024.39,C1009386567,77815.95,21655.56,UK mainland,USA,0
2128,34,CASH_OUT,42517.46,C967673033,7880,0,C1009547475,0,163474.51,UK mainland,USA,0
2129,34,CASH_IN,254522.37,C294943745,1676,256198.37,C1009574362,467611.45,213089.09,UK mainland,USA,0
2130,34,TRANSFER,1110812.05,C508933360,10781,0,C1009743323,0,1110812.05,UK mainland,USA,0
2131,34,CASH_OUT,8321.06,C1630825634,0,0,C1009893576,1685363.64,1794071.69,UK mainland,USA,0
2132,34,CASH_OUT,52557.21,C483094763,52557.21,0,C1009901500,0,52557.21,UK mainland,BVI,1
2133,34,TRANSFER,51424.22,C1887135298,51424.22,0,C1119742908,0,0,UK mainland,BVI,1
2134,34,CASH_OUT,51424.22,C1977213426,51424.22,0,C1445058573,87252.78,138677,UK mainland,BVI,1
2135,34,TRANSFER,865948.49,C321662798,865948.49,0,C1466511502,0,0,UK mainland,BVI,1
2136,34,CASH_OUT,1016540.35,C1455982049,1016540.35,0,C1613524189,4463851.64,5700161.74,UK mainland,BVI,1
2137,34,CASH_OUT,865948.49,C2109818783,865948.49,0,C197117096,0,865948.49,UK mainland,Panama,1
2138,34,TRANSFER,989311.12,C2035691205,989311.12,0,C2145664965,0,0,UK mainland,Panama,1
2139,34,TRANSFER,1016540.35,C638438531,1016540.35,0,C2146216948,0,0,UK mainland,Panama,1
2140,34,TRANSFER,1462355.44,C2112073607,1462355.44,0,C399994587,0,0,UK mainland,Panama,1
2141,34,TRANSFER,428239.03,C711340026,428239.03,0,C674486348,0,0,UK mainland,T&T,1
2142,34,CASH_OUT,40458,C1657291163,40458,0,C684399107,561393.36,331179.02,UK mainland,T&T,1
2143,34,TRANSFER,52557.21,C437611850,52557.21,0,C830293590,0,0,UK mainland,T&T,1
2144,34,TRANSFER,40458,C262165422,40458,0,C847172802,0,0,UK mainland,T&T,1
2145,34,TRANSFER,27951.26,C722855847,27951.26,0,C866867675,0,0,UK mainland,T&T,1
2146,34,CASH_OUT,27951.26,C476695686,27951.26,0,C90854025,10439,698752.71,UK mainland,T&T,1
2147,34,CASH_OUT,71693.42,C1845753498,71693.42,0,C967051629,0,71693.42,UK mainland,Fiji,1
2148,35,CASH_IN,183634.39,C1919167393,398966,582600.39,C1000015936,375943.33,192308.94,UK mainland,EU,0
2149,35,CASH_IN,150992.72,C1664211419,1393805.57,1544798.3,C1000124976,1118055.35,967062.63,UK mainland,EU,0
2150,35,CASH_IN,187151.54,C52438713,152606,339757.54,C1000124976,1305206.89,1118055.35,UK mainland,EU,0
2151,35,CASH_IN,297263.5,C775457332,265204.55,562468.05,C1000157415,1280295.32,983031.82,UK mainland,EU,0
2152,35,CASH_IN,144878.41,C152296468,18482,163360.41,C1000244012,14061.43,0,UK mainland,EU,0
2153,35,CASH_OUT,226305.17,C1750180994,230864.59,4559.42,C1000469870,2654543.56,2880848.73,UK mainland,EU,0
2154,35,CASH_IN,213888.92,C699702031,6018222.9,6232111.83,C1000621564,420711.55,206822.63,UK mainland,EU,0
2155,35,CASH_OUT,45756.3,C1776154208,0,0,C100079527,96534.5,142290.8,UK mainland,EU,0
2156,35,CASH_OUT,62848.24,C2140037788,255396,192547.76,C1000966905,418599.63,481447.86,UK mainland,EU,0
2157,35,CASH_IN,212480.47,C428386697,22842150.17,23054630.64,C1001085035,417367.39,204886.93,UK mainland,EU,0
2158,35,CASH_IN,4878.74,C624002569,5308087.47,5312966.21,C1001094043,3767362.31,3762483.57,UK mainland,EU,0
2159,35,CASH_IN,138121.48,C2006055591,14582558.41,14720679.89,C1001170585,954439.97,816318.49,UK mainland,EU,0
2160,35,CASH_IN,148880.13,C1966660183,5702,154582.13,C1001382840,791777.11,642896.98,UK mainland,EU,0
2161,35,CASH_OUT,86257.74,C80780325,497185,410927.26,C1001449890,2552657,2638914.74,UK mainland,EU,0
2162,35,CASH_IN,215276.53,C2095377965,7713024.21,7928300.74,C10014594,543511.65,328235.12,UK mainland,EU,0
2163,35,CASH_OUT,292869.11,C401275413,30764,0,C1001611622,6021833.81,6314702.92,UK mainland,EU,0
2164,35,CASH_IN,70193.55,C65968065,26489,96682.55,C1001736656,219099.09,148905.55,UK mainland,EU,0
2165,35,CASH_IN,4070.85,C87580759,239557.52,243628.37,C1001736656,223169.94,148905.55,UK mainland,EU,0
2166,35,CASH_IN,142272.82,C914594107,29627,171899.82,C1002169342,0,0,UK mainland,EU,0
2167,35,CASH_IN,44203.41,C1495390062,1654335.29,1698538.69,C1002335651,2806890.7,2762687.29,UK mainland,EU,0
2168,35,CASH_OUT,287769.29,C1508305824,675,0,C1002497793,0,287769.29,UK mainland,EU,0
2169,35,CASH_OUT,183673.88,C2112560737,0,0,C1002956059,301916,485589.88,UK mainland,EU,0
2170,35,CASH_IN,139810.93,C1947216060,1662325.6,1802136.54,C1002973288,2850305.13,2710494.2,UK mainland,EU,0
2171,35,CASH_IN,54937.57,C1416516929,23617560.82,23672498.39,C1002973579,461465.89,406528.32,UK mainland,EU,0
2172,35,TRANSFER,390175.66,C471452095,0,0,C1003026362,8415944.23,8806119.89,UK mainland,EU,0
2173,35,CASH_OUT,15065.22,C28603213,0,0,C100325477,45677.19,60742.41,UK mainland,UK mainland,0
2174,35,CASH_OUT,219142.89,C1875045249,9910,0,C1003280328,0,219142.89,UK mainland,UK mainland,0
2175,35,CASH_IN,422770.79,C505369161,9981629.81,10404400.6,C1003872245,4034490.73,3820413.89,UK mainland,UK mainland,0
2176,35,CASH_OUT,140293.71,C730532232,159408,19114.29,C1003872245,3680120.17,3820413.89,UK mainland,UK mainland,0
2177,35,CASH_OUT,68400.23,C743262584,123521,55120.77,C1003872245,3611719.94,3820413.89,UK mainland,UK mainland,0
2178,35,CASH_IN,70767.58,C1827352166,16113579.44,16184347.01,C1004044328,7515841.68,7445074.11,UK mainland,UK mainland,0
2179,35,CASH_OUT,698759.23,C779263310,0,0,C1004044328,6817082.45,7515841.68,UK mainland,UK mainland,0
2180,35,CASH_OUT,360154.97,C206032087,0,0,C1004104157,2823128.1,3183283.07,UK mainland,UK mainland,0
2181,35,CASH_OUT,139751.98,C597284280,0,0,C1004207626,176033.7,315785.67,UK mainland,UK mainland,0
2182,35,CASH_OUT,176033.7,C949176787,103566,0,C1004207626,0,176033.7,UK mainland,UK mainland,0
2183,35,CASH_OUT,208781.38,C1483016115,21786,0,C1004330633,3180067.51,3388848.89,UK mainland,UK mainland,0
2184,35,CASH_OUT,164507.57,C1422042502,0,0,C1004495196,680540.97,845048.54,UK mainland,UK mainland,0
2185,35,CASH_IN,310979.53,C995375550,3841,314820.53,C1004775828,684683.36,373703.83,UK mainland,UK mainland,0
2186,35,TRANSFER,2450372.09,C1400308215,156950,0,C1004865276,288470.92,2738843.01,UK mainland,UK mainland,0
2187,35,CASH_OUT,34901.13,C466635452,0,0,C1005652717,3047756.55,3082657.69,UK mainland,UK mainland,0
2188,35,CASH_OUT,288025.57,C405710346,11593,0,C1005757097,0,288025.57,UK mainland,UK mainland,0
2189,35,CASH_OUT,41591.66,C1599710885,0,0,C100592338,91159,132750.65,UK mainland,UK mainland,0
2190,35,CASH_IN,149750.16,C1928609063,2741294.16,2891044.32,C1006106359,155861.5,6111.34,UK mainland,UK mainland,0
2191,35,CASH_IN,118913.27,C660914857,20072,138985.27,C100642564,142121.69,23208.43,UK mainland,UK mainland,0
2192,35,CASH_IN,171474.6,C788016698,3311669.31,3483143.91,C1006463840,1812171.34,1640696.73,UK mainland,UK mainland,0
2193,35,CASH_IN,71235.81,C464381568,17949,89184.81,C1006481395,29781,0,UK mainland,UK mainland,0
2194,35,CASH_IN,93358.4,C1495104209,720772.7,814131.1,C1006501329,2040690.87,1947332.47,UK mainland,UK mainland,0
2195,35,CASH_IN,61073.82,C286607408,19473,80546.82,C100666871,0,0,UK mainland,UK mainland,0
2196,35,CASH_IN,129729.75,C1606428103,170,129899.75,C1006825611,70790.25,0,UK mainland,UK mainland,0
2197,35,CASH_IN,79751.4,C1957508682,47013,126764.4,C1006955817,55294.35,0,UK mainland,UK mainland,0
2198,35,CASH_IN,89793.23,C676189154,284119.06,373912.29,C1006972813,845532.47,755739.24,UK mainland,UK mainland,0
2199,35,CASH_OUT,527091.22,C745254593,952,0,C1007112847,202083.8,729175.02,UK mainland,UK mainland,0
2200,35,CASH_IN,24009.53,C1741408030,22288542.32,22312551.86,C1007135217,411509.81,387500.28,UK mainland,UK mainland,0
2201,35,CASH_IN,193448.49,C537169573,6054710.48,6248158.97,C1007251739,226526.52,33078.03,UK mainland,UK mainland,0
2202,35,CASH_OUT,65268.6,C997103381,0,0,C1007251739,161257.92,33078.03,UK mainland,UK mainland,0
2203,35,CASH_OUT,132992.93,C321224596,0,0,C1007348267,184236.16,317229.09,UK mainland,UK mainland,0
2204,35,CASH_IN,339745.82,C2066989381,2217305.63,2557051.45,C1007392017,742509.15,402763.33,UK mainland,UK mainland,0
2205,35,CASH_OUT,472757.69,C400866669,688,0,C1007392017,269751.46,742509.15,UK mainland,UK mainland,0
2206,35,CASH_IN,653051.48,C742380672,25500,678551.48,C1007392323,5001066.33,4348014.85,UK mainland,UK mainland,0
2207,35,CASH_OUT,29962.56,C154509323,14330,0,C1007483565,997499.43,1027461.99,UK mainland,UK mainland,0
2208,35,TRANSFER,1643965.59,C2091388182,465,0,C1007516296,190308.57,1834274.15,UK mainland,UK mainland,0
2209,35,CASH_OUT,14665.6,C379946649,157176,142510.4,C1007704214,304038.78,318704.38,UK mainland,UK mainland,0
2210,35,CASH_OUT,225126.9,C310065061,161131.06,0,C1007856398,392415.13,617542.03,UK mainland,UK mainland,0
2211,35,CASH_IN,235677.42,C859468593,26706,262383.42,C1008057379,40859.56,0,UK mainland,UK mainland,0
2212,35,CASH_IN,38253.54,C1856404670,15937,54190.54,C1008227892,22808.49,0,UK mainland,UK mainland,0
2213,35,CASH_IN,158840.44,C940736243,1014712.55,1173552.99,C1008463538,685248.03,526407.59,UK mainland,UK mainland,0
2214,35,CASH_OUT,187023.16,C1778610325,0,0,C1008524294,1055725.9,1242749.06,UK mainland,Panama,0
2215,35,CASH_OUT,38494.4,C956545537,0,0,C1008524294,1017231.5,1242749.06,UK mainland,Panama,0
2216,35,CASH_OUT,36911.72,C627847703,181,0,C1008826619,1103.25,38014.97,UK mainland,UK mainland,0
2217,35,TRANSFER,746765.66,C1466842784,0,0,C100886246,941775.21,1688540.87,UK mainland,UK mainland,0
2218,35,CASH_OUT,182100.74,C672824118,69452.58,0,C1008976301,801949.13,984049.87,UK mainland,UK mainland,0
2219,35,CASH_OUT,120999.45,C39294719,0,0,C100901367,1337845.89,1458845.34,UK mainland,USA,0
2220,35,CASH_OUT,342364.01,C882985663,0,0,C1009048934,604634.63,1110295.97,UK mainland,USA,0
2221,35,CASH_IN,75824.37,C1775809550,3607,79431.37,C1009230136,80768,4943.63,UK mainland,USA,0
2222,35,CASH_IN,325192.14,C70933117,565984.37,891176.5,C1009424082,1114351.73,789159.6,UK mainland,USA,0
2223,35,CASH_OUT,120957.05,C881373447,175870,54912.95,C1009547475,42517.46,163474.51,UK mainland,USA,0
2224,35,CASH_OUT,66265.15,C42013152,54604.54,0,C1009564356,676388.57,742653.72,UK mainland,USA,0
2225,35,CASH_IN,88031.62,C381753000,1684231.96,1772263.58,C1009580678,177878.58,89846.96,UK mainland,USA,0
2226,35,CASH_OUT,107291.68,C90650364,0,0,C1009631303,1585252.48,1692544.16,UK mainland,USA,0
2227,35,CASH_OUT,378870.44,C1609449399,864,0,C1009893576,1693684.7,1794071.69,UK mainland,USA,0
2228,35,CASH_IN,278483.44,C1772867535,6530288.64,6808772.09,C1009893576,2072555.13,1794071.69,UK mainland,USA,0
2229,35,CASH_OUT,9465988.82,C91276418,9465988.82,0,C1220805115,0,9465988.82,UK mainland,BVI,1
2230,35,TRANSFER,171788.82,C392119936,171788.82,0,C1283539626,0,0,UK mainland,BVI,1
2231,35,CASH_OUT,171788.82,C432562518,171788.82,0,C1529736160,19962,0,UK mainland,BVI,1
2232,35,TRANSFER,9465988.82,C851016578,9465988.82,0,C1650562969,0,0,UK mainland,BVI,1
2233,35,CASH_OUT,472692.51,C145594916,472692.51,0,C1718370785,193065.83,665758.34,UK mainland,BVI,1
2234,35,CASH_OUT,454511.73,C1482588472,454511.73,0,C1751888979,140892.24,595403.98,UK mainland,BVI,1
2235,35,TRANSFER,136983.26,C828966021,136983.26,0,C253711141,0,0,UK mainland,Panama,1
2236,35,CASH_OUT,112280.88,C609821524,0,0,C708118422,40512.49,152793.36,UK mainland,T&T,1
2237,35,TRANSFER,472692.51,C892010542,472692.51,0,C935310781,0,0,UK mainland,T&T,1
2238,36,CASH_IN,89419.9,C933381210,1185673.67,1275093.57,C1000057469,163456,74036.1,UK mainland,EU,0
2239,36,CASH_OUT,31527.06,C1496479907,0,0,C1000157415,983031.82,693805.24,UK mainland,EU,0
2240,36,CASH_OUT,64448.66,C1890071792,102717,38268.34,C1000219612,665977.39,730426.05,UK mainland,EU,0
2241,36,CASH_OUT,274450.14,C1904874761,1444,0,C10002438,749062.33,1023512.47,UK mainland,EU,0
2242,36,CASH_OUT,197221.79,C1532513633,318531.73,121309.95,C1000351574,826235.89,1023457.68,UK mainland,EU,0
2243,36,CASH_OUT,189416.44,C189111389,20000,0,C1000389324,236316,726990.27,UK mainland,EU,0
2244,36,CASH_OUT,86147.05,C2123304534,20,0,C1000656618,43760.16,129907.21,UK mainland,EU,0
2245,36,CASH_OUT,319786.71,C2140944887,0,0,C1000909769,1169131.06,1488917.77,UK mainland,EU,0
2246,36,CASH_IN,124024.65,C7054445,4971,128995.65,C1001085035,204886.93,80862.28,UK mainland,EU,0
2247,36,CASH_OUT,94511.75,C914624187,39410,0,C1001114349,104827.85,199339.6,UK mainland,EU,0
2248,36,CASH_OUT,349706.17,C425836294,5589,0,C1001120910,10351.38,670834.15,UK mainland,EU,0
2249,36,TRANSFER,116241.87,C885489893,0,0,C100116883,1825443.3,1941685.17,UK mainland,EU,0
2250,36,CASH_IN,197053.22,C1683328566,7496576.06,7693629.28,C1001309617,2153748.61,2022724.89,UK mainland,EU,0
2251,36,CASH_IN,230599.61,C154279236,1170027.62,1400627.24,C1001309908,398868.65,168269.04,UK mainland,EU,0
2252,36,CASH_IN,91377.92,C966950481,1828857.22,1920235.14,C1001309908,168269.04,76891.12,UK mainland,EU,0
2253,36,CASH_OUT,64728.54,C1868475604,15908.58,0,C1001352664,212434.74,277163.28,UK mainland,EU,0
2254,36,CASH_OUT,189251.67,C2142602605,0,0,C1001352664,277163.28,466414.95,UK mainland,EU,0
2255,36,CASH_IN,207945.25,C154785828,111553,319498.25,C1001428134,0,0,UK mainland,EU,0
2256,36,TRANSFER,225925.18,C997173275,0,0,C1001611622,6314702.92,6540628.1,UK mainland,EU,0
2257,36,CASH_OUT,106114.23,C1426726633,0,0,C1001972026,877725.72,983839.95,UK mainland,EU,0
2258,36,CASH_OUT,195556.43,C1464384130,0,0,C1001972026,682169.29,983839.95,UK mainland,EU,0
2259,36,TRANSFER,426556.72,C1687162492,206073.94,0,C1002031672,2206344.9,2632901.62,UK mainland,EU,0
2260,36,CASH_IN,168833.16,C1472294342,1127398.61,1296231.77,C1002057900,202743.85,33910.68,UK mainland,EU,0
2261,36,TRANSFER,504365.11,C760217606,0,0,C1002088829,2104525.23,2608890.33,UK mainland,EU,0
2262,36,TRANSFER,631421.96,C1479735784,0,0,C1002345753,1175132.09,2029519.24,UK mainland,EU,0
2263,36,CASH_OUT,179998.68,C963930226,0,0,C1002380364,1609413.84,1789412.51,UK mainland,EU,0
2264,36,CASH_OUT,25777.71,C956476072,0,0,C1002407179,1352128.83,1377906.54,UK mainland,EU,0
2265,36,CASH_OUT,209880.27,C1723059848,0,0,C1002457387,329271.16,539151.43,UK mainland,EU,0
2266,36,CASH_OUT,95264.91,C1814998772,0,0,C1002545847,3577643.94,4492067.5,UK mainland,EU,0
2267,36,CASH_OUT,57381.1,C1983104520,0,0,C1002647510,185756.36,243137.45,UK mainland,EU,0
2268,36,CASH_OUT,157484.09,C1750092672,225395.14,67911.04,C1002746375,442340.71,599824.81,UK mainland,EU,0
2269,36,CASH_IN,194935.23,C576637474,37,194972.23,C1002768214,0,0,UK mainland,EU,0
2270,36,CASH_IN,166542.47,C2027480298,2924579.84,3091122.3,C1002867448,528972.54,362430.08,UK mainland,EU,0
2271,36,CASH_OUT,208766.48,C534733397,0,0,C1002973288,2710494.2,2919260.68,UK mainland,EU,0
2272,36,CASH_OUT,138764.28,C1428683284,0,0,C1003009573,267533.15,406297.43,UK mainland,EU,0
2273,36,CASH_OUT,82076.35,C955468390,0,0,C1003026362,8806119.89,8888196.25,UK mainland,EU,0
2274,36,CASH_OUT,363477.09,C1812058075,29730,0,C1003218871,0,363477.09,UK mainland,UK mainland,0
2275,36,CASH_OUT,269678.24,C1897394,103309,0,C100328418,81307.43,1192921.54,UK mainland,UK mainland,0
2276,36,CASH_IN,264537.16,C278207232,192584.45,457121.61,C1003404574,661052.57,410239.3,UK mainland,UK mainland,0
2277,36,CASH_IN,45415.61,C405183326,2189113.68,2234529.29,C1003404574,396515.41,410239.3,UK mainland,UK mainland,0
2278,36,CASH_OUT,427823.83,C1945901051,19983,0,C1003455507,336677.22,764501.04,UK mainland,BVI,0
2279,36,CASH_IN,227652.52,C2027898005,5405682.88,5633335.4,C10036459,866579.74,638927.22,UK mainland,BVI,0
2280,36,CASH_IN,219209.25,C1602533972,31728,250937.25,C1003762185,432982.85,213773.6,UK mainland,UK mainland,0
2281,36,CASH_OUT,163901.77,C1871692641,29928,0,C100380223,0,163901.77,UK mainland,UK mainland,0
2282,36,TRANSFER,756090.55,C1634576758,0,0,C1004058392,1390757.69,2146848.24,UK mainland,UK mainland,0
2283,36,TRANSFER,638121.28,C190361298,52476,0,C1004082787,178123.83,816245.11,UK mainland,UK mainland,0
2284,36,CASH_OUT,180872.11,C1679842549,0,0,C1004104157,3183283.07,3364155.18,UK mainland,UK mainland,0
2285,36,CASH_IN,3824.55,C677669608,49511,53335.55,C1004174969,0,0,UK mainland,UK mainland,0
2286,36,TRANSFER,369695.38,C58151963,25972,0,C1004189530,0,369695.38,UK mainland,UK mainland,0
2287,36,CASH_OUT,285745.22,C1853056768,99126,0,C1004302587,0,285745.22,UK mainland,UK mainland,0
2288,36,CASH_OUT,284854.1,C719773814,204873,0,C1004348627,0,284854.1,UK mainland,UK mainland,0
2289,36,TRANSFER,186720.88,C1828320598,15128,0,C10046029,0,186720.88,UK mainland,UK mainland,0
2290,36,CASH_OUT,303647.36,C1590297105,50531.32,0,C1004729466,1312310.66,1376746.4,UK mainland,UK mainland,0
2291,36,CASH_IN,166302.16,C1516589417,160848,327150.16,C1004780164,2918043.64,2751741.48,UK mainland,UK mainland,0
2292,36,CASH_IN,106386.47,C196789103,680939.04,787325.51,C1004823375,2936464.23,2991744.66,UK mainland,UK mainland,0
2293,36,CASH_IN,71333.74,C1653804920,36674,108007.74,C1004865276,2738843.01,2667509.27,UK mainland,UK mainland,0
2294,36,CASH_OUT,369556.07,C1950892099,359958,0,C1004885366,0,369556.07,UK mainland,UK mainland,0
2295,36,TRANSFER,486968.25,C1713349060,13874,0,C1004923860,491118.67,978086.92,UK mainland,UK mainland,0
2296,36,CASH_OUT,127803.13,C493851879,439525.77,311722.64,C1004978773,730705.66,858508.79,UK mainland,UK mainland,0
2297,36,CASH_OUT,67971.59,C808728795,21393,0,C1004978773,858508.79,926480.38,UK mainland,UK mainland,0
2298,36,CASH_IN,140633.03,C394396493,3823154.84,3963787.88,C1005243179,1311470.35,1170837.32,UK mainland,UK mainland,0
2299,36,CASH_OUT,100173.7,C963443912,0,0,C1005243179,1211296.66,1170837.32,UK mainland,UK mainland,0
2300,36,CASH_OUT,322583.8,C932646423,558599,236015.2,C1005257773,0,322583.8,UK mainland,UK mainland,0
